,Comment,comment_clean,sentiment_scores,compound_score,sentence_sentiment
2367,Great work and great initiative,great work and great initiative,"{'neg': 0.0, 'neu': 0.268, 'pos': 0.732, 'compound': 0.8481}",0.8481,Good
2368,The tasks have been well done and communication has been good,the tasks have been well done and communication has been good,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.6124}",0.6124,Good
2369,The student has been helpful and able to learn new ideas and skills in the week's activities like software installation & Upgrade on computers and  giving support to staff.,the student has been helpful and able to learn new ideas and skills in the weeks activities like software installation  upgrade on computers and  giving support to staff,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.8555}",0.8555,Excellent
2370,"1. The student is willing to Learn, He does  Tasks allocated to him in time.

2.  He is a Quick Learner. hopefully he will benefit alot from the field training.","the student is willing to learn he does  tasks allocated to him in time

he is a quick learner hopefully he will benefit alot from the field training","{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.6908}",0.6908,Good
2371,Tasks were completed successfully.,tasks were completed successfully,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4939}",0.4939,Good
2372,This Intern did really well on the virtual internship with BCG.,this intern did really well on the virtual internship with bcg,"{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.3384}",0.3384,Good
2373,Progress has been  cited,progress has been  cited,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.4215}",0.4215,Good
2374,Progressed in coding.,progressed in coding,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2375,Rosemary is now well acquainted with booting computers to my satisfaction,rosemary is now well acquainted with booting computers to my satisfaction,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.6124}",0.6124,Good
2376,Rosemary learnt and is now more knowledgeable about computer troubleshooting to my satisfaction.  She is very critical and this will make her a good technician in future.,rosemary learnt and is now more knowledgeable about computer troubleshooting to my satisfaction  she is very critical and this will make her a good technician in future,"{'neg': 0.078, 'neu': 0.695, 'pos': 0.227, 'compound': 0.6003}",0.6003,Good
2377,Joshua has successfully finished internship. He is supposed to write end of internship report explaining in detail all the new skills he has acquired. We wish him the very best.,joshua has successfully finished internship he is supposed to write end of internship report explaining in detail all the new skills he has acquired we wish him the very best,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.8858}",0.8858,Excellent
2378,"Errors  led him to doing more research ,which was a point to test his resilience in systems development.",errors  led him to doing more research which was a point to test his resilience in systems development,"{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.34}",-0.34,Poor
2379,"Emmanuel was good in doing the tasks online. Though he was a little bit disturbed by his exams, he managed to finish all the tasks he was assigned. He learnt how to connect two computers remotely which e said will help him at school with his fellow students",emmanuel was good in doing the tasks online though he was a little bit disturbed by his exams he managed to finish all the tasks he was assigned he learnt how to connect two computers remotely which e said will help him at school with his fellow students,"{'neg': 0.044, 'neu': 0.85, 'pos': 0.106, 'compound': 0.507}",0.507,Good
2380,"Was able to accomplish the tasks at hand ,hence progressive after recovering her work too.",was able to accomplish the tasks at hand hence progressive after recovering her work too,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.7184}",0.7184,Good
2381,Jovia can now fix common PC issues with ease.,jovia can now fix common pc issues with ease,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3612}",0.3612,Good
2382,successfully did the system test as they were proceeding with the tasks at hand.,successfully did the system test as they were proceeding with the tasks at hand,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.7506}",0.7506,Good
2383,"With trouble shooting and repair basics. Display, booting and powering issues He has solutions since integration of the parts became known after disassembling laptops.",with trouble shooting and repair basics display booting and powering issues he has solutions since integration of the parts became known after disassembling laptops,"{'neg': 0.102, 'neu': 0.833, 'pos': 0.064, 'compound': -0.25}",-0.25,Poor
2385,Francis has successfully completed this week's tasks without any challenge. He can now set up a LAN with a number of PCs and also share resources like printers and internet connection with ease.,francis has successfully completed this weeks tasks without any challenge he can now set up a lan with a number of pcs and also share resources like printers and internet connection with ease,"{'neg': 0.031, 'neu': 0.676, 'pos': 0.293, 'compound': 0.8583}",0.8583,Excellent
2386,Robinson has finished internship. He is supposed to write end of internship report explaining in detail all the new skills he has acquired. We wish him the very best.,robinson has finished internship he is supposed to write end of internship report explaining in detail all the new skills he has acquired we wish him the very best,"{'neg': 0.0, 'neu': 0.79, 'pos': 0.21, 'compound': 0.8016}",0.8016,Good
2387,Patricio is a promising Linux guru. I encourage him to switch from windows to linux,patricio is a promising linux guru i encourage him to switch from windows to linux,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.7184}",0.7184,Good
2388,All tasks assigned for the week were completed successfully. Nearby road under construction which calls for the noise within the  work environment.,all tasks assigned for the week were completed successfully nearby road under construction which calls for the noise within the  work environment,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4939}",0.4939,Good
2389,Patricio has successfully finished internship. He is supposed to write end of internship report explaining in detail all the new skills he has acquired.,patricio has successfully finished internship he is supposed to write end of internship report explaining in detail all the new skills he has acquired,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.4939}",0.4939,Good
2390,Rhoda can now set up a LAN with a number of PCs and she can also share resources like printers and internet connection on the network.,rhoda can now set up a lan with a number of pcs and she can also share resources like printers and internet connection on the network,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.6124}",0.6124,Good
2391,"The student was actively involved in creation of farmers panel ,dashboard and expenses module of the farmers information system assigned to him",the student was actively involved in creation of farmers panel dashboard and expenses module of the farmers information system assigned to him,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.5267}",0.5267,Good
2393,Well done and great improvement,well done and great improvement,"{'neg': 0.0, 'neu': 0.179, 'pos': 0.821, 'compound': 0.8481}",0.8481,Good
2394,"She can now set up a LAN of at least 20 PCs and also share resources like documents, printers and internet connection on a network.",she can now set up a lan of at least pcs and also share resources like documents printers and internet connection on a network,"{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.5719}",0.5719,Good
2395,All tasks assigned got completed in time with 100% response rate.,all tasks assigned got completed in time with response rate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2396,"Glad to have him on board, great work ethic displayed.",glad to have him on board great work ethic displayed,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.7964}",0.7964,Good
2398,"We were very impressed with Okello’s work ethic, enthusiasm, and drive.",we were very impressed with okello’s work ethic enthusiasm and drive,"{'neg': 0.0, 'neu': 0.589, 'pos': 0.411, 'compound': 0.7425}",0.7425,Good
2399,"He lucked attention to detail, thus making some mistakes in the system gathering process",he lucked attention to detail thus making some mistakes in the system gathering process,"{'neg': 0.144, 'neu': 0.69, 'pos': 0.167, 'compound': 0.1027}",0.1027,Good
2400,"Implementing some features frequently made him impatient when things weren't functioning as expected,Though he managed to use his problem solving skills to provide simple solutions",implementing some features frequently made him impatient when things werent functioning as expectedthough he managed to use his problem solving skills to provide simple solutions,"{'neg': 0.163, 'neu': 0.7, 'pos': 0.137, 'compound': -0.2023}",-0.2023,Poor
2401,Okello was very supportive to his workmates thus resolving the issue of vue page rendering,okello was very supportive to his workmates thus resolving the issue of vue page rendering,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.624}",0.624,Good
2402,"Okello was very passionate and wants to learn and improve. He needs to work
on managing his time wisely.","okello was very passionate and wants to learn and improve he needs to work
on managing his time wisely","{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.8553}",0.8553,Excellent
2403,"Okello is a smart young man. Seems to know what he wants. Has a plan, and
should be successful","okello is a smart young man seems to know what he wants has a plan and
should be successful","{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.7579}",0.7579,Good
2404,More practice using Virtual platforms will help you further.,more practice using virtual platforms will help you further,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}",0.4019,Good
2405,"The progress on converting the pop up to a page is good.
Sharif is creative in terms of design and the I believe the page is going to well when completed.
I think we undermined the weight of the task to be completed withing a week. 
It turns out it will cover part of next week.
Overall, progress is good.","the progress on converting the pop up to a page is good
sharif is creative in terms of design and the i believe the page is going to well when completed
i think we undermined the weight of the task to be completed withing a week 
it turns out it will cover part of next week
overall progress is good","{'neg': 0.035, 'neu': 0.737, 'pos': 0.228, 'compound': 0.9169}",0.9169,Excellent
2407,I encourage Shadrack to balance time between  school and practical sessions at Stratcom.,i encourage shadrack to balance time between  school and practical sessions at stratcom,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}",0.5106,Good
2408,Shadrack has successfully finished internship. He's supposed to write end of internship report explaining in detail all the new skills he has acquired.,shadrack has successfully finished internship hes supposed to write end of internship report explaining in detail all the new skills he has acquired,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4939}",0.4939,Good
2409,"Her R&D Skills affected the team, especially on security matters. Her effort is dully noted.",her rd skills affected the team especially on security matters her effort is dully noted,"{'neg': 0.197, 'neu': 0.587, 'pos': 0.216, 'compound': 0.088}",0.088,Good
2410,"One of our chief Testers, with attention to detail. She made good application tests that added value to the Mobile Application in general.",one of our chief testers with attention to detail she made good application tests that added value to the mobile application in general,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.6486}",0.6486,Good
2412,"The student was able to learn and help in Online Declaration process of Assets, wealth and Liabilities by Civil servants and political leaders",the student was able to learn and help in online declaration process of assets wealth and liabilities by civil servants and political leaders,"{'neg': 0.063, 'neu': 0.669, 'pos': 0.268, 'compound': 0.7003}",0.7003,Good
2413,Progressive tasks,progressive tasks,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2416,"week's activities were successfully executed with the internee . i.e giving support and training some of officers on basic software and hardware use. anti virus update and other system support to staff. 
The internee has developed confidence in handling and supporting staff and clients.","weeks activities were successfully executed with the internee  ie giving support and training some of officers on basic software and hardware use anti virus update and other system support to staff 
the internee has developed confidence in handling and supporting staff and clients","{'neg': 0.041, 'neu': 0.655, 'pos': 0.304, 'compound': 0.9313}",0.9313,Excellent
2417,He is proactive and willing to do whatever needs to be done. Good job Duncan.,he is proactive and willing to do whatever needs to be done good job duncan,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.6908}",0.6908,Good
2418,Eve can now set up a LAN with a number of PCs. She can also share resources like printers and internet connection with ease.,eve can now set up a lan with a number of pcs she can also share resources like printers and internet connection with ease,"{'neg': 0.0, 'neu': 0.702, 'pos': 0.298, 'compound': 0.7579}",0.7579,Good
2419,"He expressed his challenges concerning data collection during interviews due to network issues. That aside, He has gotten a good grasp of how the system here runs.",he expressed his challenges concerning data collection during interviews due to network issues that aside he has gotten a good grasp of how the system here runs,"{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4939}",0.4939,Good
2420,"The intern has been able to complete the weekly tasks, like supporting secretaries on appropriate software solutions to complete certain tasks and assessment of the daily network status.",the intern has been able to complete the weekly tasks like supporting secretaries on appropriate software solutions to complete certain tasks and assessment of the daily network status,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.802}",0.802,Good
2421,It was good to have him deliver critical feedback concerning the structure of and mode of delivery concerning our Music lessons.,it was good to have him deliver critical feedback concerning the structure of and mode of delivery concerning our music lessons,"{'neg': 0.095, 'neu': 0.785, 'pos': 0.12, 'compound': 0.1531}",0.1531,Good
2422,I received good feedback concerning the tasks above. Well done.,i received good feedback concerning the tasks above well done,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.6124}",0.6124,Good
2423,He is a serious committed student.,he is a serious committed student,"{'neg': 0.176, 'neu': 0.541, 'pos': 0.284, 'compound': 0.2023}",0.2023,Good
2424,"Well done Duncan, positive feedback received concerning this week's tasks.",well done duncan positive feedback received concerning this weeks tasks,"{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.6908}",0.6908,Good
2425,He has a good understanding of what He's doing. well done.,he has a good understanding of what hes doing well done,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.6124}",0.6124,Good
2426,Mr. Ssebaggala's understanding of local laws is amazing. He is ready to move an extra mile when it comes to research and reading ahead. His presentation of research findings is precise and professional.,mr ssebaggalas understanding of local laws is amazing he is ready to move an extra mile when it comes to research and reading ahead his presentation of research findings is precise and professional,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.743}",0.743,Good
2427,"The whole period Mr. Ssebaggala interned with us has been a curve of learning. He is remarkable and surely an ""A"" student with us this internship period",the whole period mr ssebaggala interned with us has been a curve of learning he is remarkable and surely an a student with us this internship period,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.7579}",0.7579,Good
2428,Emmanuel did all his tasks and completed them in the 6 weeks of his internship. He is a brilliant student and added another one week because of the exams interruptions making it 7 weeks.,emmanuel did all his tasks and completed them in the weeks of his internship he is a brilliant student and added another one week because of the exams interruptions making it weeks,"{'neg': 0.07, 'neu': 0.831, 'pos': 0.099, 'compound': 0.2732}",0.2732,Good
2432,"Rosemary is now in position to troubleshoot, diagnose and also perform preventive and corrective maintenance of a computer to my satisfaction. She has been very eager to learn new things and also work on different computers during her internship.",rosemary is now in position to troubleshoot diagnose and also perform preventive and corrective maintenance of a computer to my satisfaction she has been very eager to learn new things and also work on different computers during her internship,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.7574}",0.7574,Good
2433,He acquired more skills in networking an  area which was  his among his key areas of interest,he acquired more skills in networking an  area which was  his among his key areas of interest,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.4588}",0.4588,Good
2435,She is a promising Networking guru.,she is a promising networking guru,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.4019,Good
2436,He is able to lead a team of network technician to design a LAN  putting all in words and hands with all the factors remaining constant such as location and costs involved in allocated time with efficiency.,he is able to lead a team of network technician to design a lan  putting all in words and hands with all the factors remaining constant such as location and costs involved in allocated time with efficiency,"{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.3612}",0.3612,Good
2437,Joan is a promising networking professional. She has acquired hands-on skills to troubleshoot network connectivity issues.,joan is a promising networking professional she has acquired handson skills to troubleshoot network connectivity issues,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.5423}",0.5423,Good
2438,"Francis has successfully finished internship. He has acquired hands-on skills in coding, networking, systems Admin, PC repair and so much more. He is supposed to write end of internship report explaining in detail all the skills he has acquired.",francis has successfully finished internship he has acquired handson skills in coding networking systems admin pc repair and so much more he is supposed to write end of internship report explaining in detail all the skills he has acquired,"{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.4939}",0.4939,Good
2439,Jovia has successfully finished internship. She is supposed to write end of internship report explaining in detail all the new skills she has acquired.,jovia has successfully finished internship she is supposed to write end of internship report explaining in detail all the new skills she has acquired,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.4939}",0.4939,Good
2440,"Herbert is a Good time manager, hardworking, social and has created a good rapport with the team in Gulu. This has helped him achieve quite a lot so far.",herbert is a good time manager hardworking social and has created a good rapport with the team in gulu this has helped him achieve quite a lot so far,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.7783}",0.7783,Good
2441,"More time needed for fibre installation but so far so good.
You are handling the training well enough. Keep it up","more time needed for fibre installation but so far so good
you are handling the training well enough keep it up","{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.8503}",0.8503,Excellent
2443,....,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2444,Very dependable and always willing to go above and beyond expectations.,very dependable and always willing to go above and beyond expectations,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2445,Continue researching about IPv6 addressing.,continue researching about addressing,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2447,EXAMS,exams,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2451,"Other than working on his tasks, I like that Sharif likes to contribute to discussions about making the system better.",other than working on his tasks i like that sharif likes to contribute to discussions about making the system better,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.802}",0.802,Good
2452,Had to create more time to learn how to come up with better design  which he did and we had good work done by him.,had to create more time to learn how to come up with better design  which he did and we had good work done by him,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.7845}",0.7845,Good
2453,focus was on exams,focus was on exams,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2454,you are encouraged to continue practicing.,you are encouraged to continue practicing,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,Good
2455,more practice needed,more practice needed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2457,advanced in networking since it was also his area of focus.,advanced in networking since it was also his area of focus,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.25}",0.25,Good
2458,"He was new to dynamic websites designing using content management systems, but appreciated the technology  and picked interest in this area too.",he was new to dynamic websites designing using content management systems but appreciated the technology  and picked interest in this area too,"{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.882}",0.882,Excellent
2460,Focus was on systems design  and e looked at the UI design in preparation for the HTML design and analysis leading to a better solution under development.,focus was on systems design  and e looked at the ui design in preparation for the html design and analysis leading to a better solution under development,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.6369}",0.6369,Good
2461,Focus this week was more on testing the system.,focus this week was more on testing the system,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2463,This week was challenging as the student was about to take on her exams so attention was divided though she managed to finish my assignment,this week was challenging as the student was about to take on her exams so attention was divided though she managed to finish my assignment,"{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.1531}",0.1531,Good
2464,I took the student through the basics of IP address and it’s her further research that helped a lot in this chapter,i took the student through the basics of ip address and it’s her further research that helped a lot in this chapter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2467,Progressive in the different areas being handled.,progressive in the different areas being handled,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2468,Completed the study with no problem.,completed the study with no problem,"{'neg': 0.0, 'neu': 0.689, 'pos': 0.311, 'compound': 0.3089}",0.3089,Good
2469,"Discussed service flows together, he has clear understanding",discussed service flows together he has clear understanding,"{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.3818}",0.3818,Good
2470,He always knew when to ask questions and when to seek guidance this helped him not to do double work during review processes with the stalk holders,he always knew when to ask questions and when to seek guidance this helped him not to do double work during review processes with the stalk holders,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2471,"Please also add the option to save pre-determined tags and also save the previously used tags in the database. Otherwise, great progress.",please also add the option to save predetermined tags and also save the previously used tags in the database otherwise great progress,"{'neg': 0.0, 'neu': 0.521, 'pos': 0.479, 'compound': 0.9393}",0.9393,Excellent
2472,Great Work! I'm looking forward to seeing the system working with real radio data.,great work im looking forward to seeing the system working with real radio data,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.6588}",0.6588,Good
2473,Multiword search working well. Tasks executed as requested. Great Work,multiword search working well tasks executed as requested great work,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.7351}",0.7351,Good
2474,"Innocent is a wonderful young man, who has a great deal of success ahead of
him. He has been  thoughtful and kind. He has a great deal of self discipline and
initiative despite the challenge he faced in displaying data to the views he was able to archive it, this makes him a good intern.","innocent is a wonderful young man who has a great deal of success ahead of
him he has been  thoughtful and kind he has a great deal of self discipline and
initiative despite the challenge he faced in displaying data to the views he was able to archive it this makes him a good intern","{'neg': 0.016, 'neu': 0.621, 'pos': 0.363, 'compound': 0.9792}",0.9792,Excellent
2476,Very Fast learner and a good team player while he was able to come up with the flows of the product he was first introduced to which was the SMS product.,very fast learner and a good team player while he was able to come up with the flows of the product he was first introduced to which was the sms product,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.4404}",0.4404,Good
2477,Well implemented and completed by Edgar.,well implemented and completed by edgar,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}",0.2732,Good
2478,Edgar can indeed manage a high pressure environment and ensures to meet his deadlines.,edgar can indeed manage a high pressure environment and ensures to meet his deadlines,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",-0.296,Poor
2488,Stacey has started internship. She is passionate about coding and we are going to equip her with coding skills in the latest technologies.,stacey has started internship she is passionate about coding and we are going to equip her with coding skills in the latest technologies,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.5267}",0.5267,Good
2489,"Went to the field. Got a chance to interact with the public, negotiate with them and turn them to clients.
She is a confident lady","went to the field got a chance to interact with the public negotiate with them and turn them to clients
she is a confident lady","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.6369}",0.6369,Good
2491,"Networking both peer to peer and interconnection of laptops, desktops   and switches is a plug and play know due to good termination performance and configurations on WIFI  and two laptops home group.",networking both peer to peer and interconnection of laptops desktops   and switches is a plug and play know due to good termination performance and configurations on wifi  and two laptops home group,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.6486}",0.6486,Good
2492,Learnt new skills,learnt new skills,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2495,The student has completed the installation and configuration of the Moodle system under my supervision.,the student has completed the installation and configuration of the moodle system under my supervision,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2496,"Nickson can now install tally software on the computers among the staff members, also can disassemble and assemble the computer.",nickson can now install tally software on the computers among the staff members also can disassemble and assemble the computer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2497,"Nickson can configure and troubleshoot  a network connectivity using a modem, router and a switch.",nickson can configure and troubleshoot  a network connectivity using a modem router and a switch,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.2023}",0.2023,Good
2498,Nickson used a straight through technique (RJ45 connector and CAT-6 cable) used in local area networks to connect a computer to a network hub such as a router.,nickson used a straight through technique  used in local area networks to connect a computer to a network hub such as a router,"{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.2263}",0.2263,Good
2499,"Nickson is able to use Distributor management system (DMS) both through back office and hand held device(phone). 
Nickson is able to install the npengine.apk on the phone for the sales team.
He can also solve the problems arising from the field.
He is able to analyse data using the system inventory Vs Physical Inventory
He can use point of sale machine/visa .","nickson is able to use distributor management system  
nickson is able to install the npengineapk on the phone for the sales team
he can also solve the problems arising from the field
he is able to analyse data using the system inventory vs physical inventory
he can use point of sale machinevisa","{'neg': 0.04, 'neu': 0.885, 'pos': 0.075, 'compound': 0.3182}",0.3182,Good
2500,Nickson can use Flitter wave to make money transaction.,nickson can use flitter wave to make money transaction,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2501,"Nickson is able to design a website , upload it, buy domain name and design the network structure using Cisco Packet Tracer.",nickson is able to design a website  upload it buy domain name and design the network structure using cisco packet tracer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2502,Well done Ivan.,well done ivan,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.2732}",0.2732,Good
2503,Herbert and his team are working hard in preparation for the next workshop on excel and coding with python and they have had meetings in regard to this. All tasks were accomplished.,herbert and his team are working hard in preparation for the next workshop on excel and coding with python and they have had meetings in regard to this all tasks were accomplished,"{'neg': 0.039, 'neu': 0.799, 'pos': 0.163, 'compound': 0.6705}",0.6705,Good
2504,Make use of the video tutorials to help master virtualization.,make use of the video tutorials to help master virtualization,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",0.4019,Good
2505,you are encouraged to continue researching about windows virtualization and access lists.,you are encouraged to continue researching about windows virtualization and access lists,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0.3612,Good
2506,"He tries his best to complete the task assigned to him despite the fact that he's been busy with school.
Only a few tasks are done but they're done well.","he tries his best to complete the task assigned to him despite the fact that hes been busy with school
only a few tasks are done but theyre done well","{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.6428}",0.6428,Good
2507,Rhoda has successfully finished internship. She is supposed to write end of internship report explaining in detail all the new skills she has acquired. We wish her the very best.,rhoda has successfully finished internship she is supposed to write end of internship report explaining in detail all the new skills she has acquired we wish her the very best,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.8858}",0.8858,Excellent
2508,"Eve has successfully finished internship. She has acquired hands-on skills in networking, systems Admin, PC repair and software mantaince. She is now supposed to write end of internship report explaining in details all the new skills she has acquired. We wish her the very best.",eve has successfully finished internship she has acquired handson skills in networking systems admin pc repair and software mantaince she is now supposed to write end of internship report explaining in details all the new skills she has acquired we wish her the very best,"{'neg': 0.0, 'neu': 0.802, 'pos': 0.198, 'compound': 0.8858}",0.8858,Excellent
2510,With this knowledge and skill in design and editing. He is a good marketer  in campaigning both local and international business  due to the art and science applied in the logos and banners designed. please it keep up .,with this knowledge and skill in design and editing he is a good marketer  in campaigning both local and international business  due to the art and science applied in the logos and banners designed please it keep up,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.6369}",0.6369,Good
2511,Learnt Git,learnt git,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
2513,"All tasks assigned to Herbert have been completed, to the organizations expectations. Well done.",all tasks assigned to herbert have been completed to the organizations expectations well done,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.2732}",0.2732,Good
2514,Phillip has successfully finished internship. He is supposed to write end of internship report explaining in detail all the new skills he has acquired.,phillip has successfully finished internship he is supposed to write end of internship report explaining in detail all the new skills he has acquired,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.4939}",0.4939,Good
2515,She has successfully coded a fully functional messaging app from scratch.,she has successfully coded a fully functional messaging app from scratch,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4939}",0.4939,Good
2516,The student is committed to ensuring the activities assigned to him are completed and he performs independent research for solutions.,the student is committed to ensuring the activities assigned to him are completed and he performs independent research for solutions,"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.5994}",0.5994,Good
2517,"More practice needed to solidify your Hands-On skills,
kindly use the Virtualization Technologies available to assist you with this","more practice needed to solidify your handson skills
kindly use the virtualization technologies available to assist you with this","{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.4939}",0.4939,Good
